,name,price,package_size,serving_size,calculated_calories,Total Fat,Cholesterol,Sodium,Total Carbohydrate,Dietary Fiber,Total Sugars,Protein,Vitamin D,Calcium,Iron,Potassium
1490,Mexican Style Roasted Corn,$3.79,14 Oz,113 g,176.0,8 g,15 mg,115 mg,21 g,5 g,8 g,5 g,0 mcg,30 mg,0.4 mg,200 mg
1491,Meatless Meatballs,$3.99,16 Oz,85 g/,155.0,7 g,0 mg,490 mg,8 g,2 g,1 g,15 g,0 mcg,61 mg,2 mg,427 mg
1492,Sweet Mini Peppers,$3.49,1 Lb,,0.0,,,,,,,,,,,
1493,Cocoa Almond Spread,$3.99,13 Oz,37 g,209.0,13 g,0 mg,10 mg,21 g,1 g,19 g,2 g,,,,
1494,Organic Free Range Chicken Drumsticks,$2.99,1 Lb,112 g,178.0,10 g,90 mg,95 mg,0 g,0 g,0 g,22 g,,2 mg,6 mg,
1495,Choice Premium Angus Beef Flank Steak,$14.99,1 Lb,112 g,186.0,10g,55mg,70mg,0g,0g,0g,24g,,,,360mg
1496,Salsa Autentica,$2.29,12 Oz,30 g,8.0,0 g,,250 mg,2 g,0 g,1 g,0 g,,,,
1497,Plumcots™,$2.99,1 Lb,,0.0,,,,,,,,,,,
1498,Smoked Andouille Chicken Sausage,$4.29,12.8 Oz,91 grams,173.0,9 g,75 mg,960 mg,2 g,1 g,1 g,21 g,,,,
1499,Fig Cookies,$2.49,10 Oz,40 g,147.5,3.5 g,0 mg,150 mg,28 g,1 g,15 g,1 g,0 mcg,20 mg,1.2 mg,50 mg
1500,Organic Vanilla Fudge Chip Ice Cream,$5.99,1 Qt,109 g,285.0,17 g,50 mg,50 mg,29 g,2 g,26 g,4 g,0.4 mcg,120 mg,0.4 mg,170 mg
1501,Cedar Wrapped BBQ Sockeye Salmon Fillet,$4.99,6 Oz,170 g,180.5,4.5 g,45 mg,370 mg,3 g,0 g,2 g,32 g,,,,
1502,Peaches,$7.99,4 Lb,,0.0,,,,,,,,,,,
1503,Candy Coated Chocolates,$2.99,6 Oz,30 g,151.0,7 g,10mg mg,10 mg,21 g,2g g,19 g,1 g,0.3 mcg,20 mg,1.1 mg,80 mg
1504,Candy Coated Chocolate Peanuts,$2.99,6 Oz,30 g,161.0,9 g,0 mg,35 mg,16 g,2 g,13 g,4 g,0 mcg,20 mg,0.8 mg,130 mg
1505,Belgian Butter Waffle Cookies,$2.99,8.8 Oz,30 g,146.0,6 g,20 mg,55 mg,21 g,0 g,10 g,2 g,0 mcg,5 mg,0 mg,35 mg
1506,Organic Sriracha & Roasted Garlic BBQ Sauce,$3.49,19.5 Oz,36 g,56.0,0 g,0 mg,200 mg,14 g,0 g,12 g,0 g,,,,
1507,Ridge Cut Potato Chips with Sea Salt,$3.99,16 Oz,28 g,148.0,8 g,0 mg,75 mg,17 g,1 g,1 g,2 g,0 mcg,0 mg,0 mg,320 mg
1508,Strawberry & Jalapeño Crisps,$3.99,5.3 Oz,30 g,86.0,2.0 g,0 mg,130 mg,15 g,2g g,5 g,2 g,0 mcg,20 mg,0.7 mg,10 mg
1509,Cassava Cauliflower Blend Baking Mix,$3.99,16 Oz,30 g,104.0,0 g,0 mg,75 mg,24 g,2 g,1 g,2 g,0 mcg,70 mg,0.5 mg,360 mg
1510,Key Lime Kettle Popcorn,$2.29,5.5 Oz,30 g,159.0,7 g,0 mg,60 mg,22 g,2g g,15 g,2g g,0.0 mcg,0 mg,0.2 mg,20 mg
1511,Organic Canola Oil Spray,$2.99,4.73 Oz,0.25 g,0.0,0 g,,0 mg,0 g,,,0 g,,,,
1512,Mexican Style Corn & Quinoa Salad,$4.99,14 Oz,100 g/,143.0,7 g,10 mg,190 mg,16 g,2 g,3 g,4 g,,,,
1513,Mini French Baguettes,$4.49,9.5 Oz,45 g,104.0,0 g,0 mg,270 mg,22 g,1 g,2 g,4 g,0.0 mcg,10 mg,0.4 mg,60 mg
1514,Organic Spicy Honey Sauce,$2.99,8 Oz,21 g,68.0,0 g,0 mg,0 mg,17 g,0 g,16 g,0 g,,,,
1515,Mobay Cheese,$5.99,7 Oz,28 g/ about,104.0,8 g,30 mg,75 mg,2 g,0 g,0 g,6 g,0.0 mcg,200 mg,0.1 mg,30 mg
1516,Jaipur Vegetables,$2.29,10 Oz,140 g,386.0,26 g,25 mg,850 mg,25 g,5 g,10 g,13 g,0.1 mcg,150 mg,2.8 mg,470 mg
1517,Madras Lentils,$2.49,10 Oz,140 g,309.0,13 g,25 mg,1040 mg,35 g,10 g,3 g,13 g,0.3 mcg,90 mg,4.3 mg,720 mg
1518,Sicilian Selezione Extra Virgin Olive Oil,$10.99,16.9 Fl Oz,15 mL,126.0,14 g,,0 mg,0 g,,,0 g,,,,
1519,Quinoa Stuffed Dolmas,$2.99,9.86 Oz,80 g,119.0,7 g,0 mg,440 mg,12 g,2 g,1 g,2 g,,,,
1520,Giant Baked Beans in Tomato Sauce,$1.99,9.6 Oz,110 g,121.0,5 g,2 mg,460 mg,14 g,3 g,3 g,5 g,,,,
1521,Organic Basmati Rice,$3.99,2 Lb,45 g,156.0,0 g,0 mg,0 mg,35 g,2 g,0 g,4 g,0 mcg,0 mg,0.3 mg,10 mg
1522,Tandoori Naan,$2.99,12 Oz,85 g,246.5,2.5 g,5 mg,350 mg,50 g,3 g,2 g,6 g,0.2 mcg,80 mg,2.6 mg,100 mg
1523,Organic French Baguette,$1.99,11.5 Oz,56 g ,136.5,0.5 g,0 mg,260 mg,29 g,2 g,0 g,4 g,0.1 mcg,10 mg,1.7 mg,60 mg
1524,Italian Truffle Cheese,$13.99,1 Lb,1 oz(about 1 inch cube),140.0,8g,25mg,240mg,10g,0g,0g,7g,,,,
1525,New Zealand Sharp Cheddar Cheese,$6.99,1 Lb,28 g,118.0,10g,25mg,200mg,0g,0g,0g,7g,,,,
1526,Thai Lime & Chili Cashews,$7.99,1 Lb,30 g,186.0,14 g,0 mg,65 mg,9 g,2 g,2 g,6 g,0.0 mcg,20 mg,1.3 mg,150 mg
1527,Organic Italian Artisan Gigli Pasta,$2.99,17.64 Oz,56 g dry,200.0,0 g,0 mg,0 mg,43 g,2g,1 g,7 g,0.0 mcg,10 mg,0.6 mg,100 mg
1528,Spicy Thai Shrimp Fried Rice,$5.99,16 Oz,137 g,221.0,5 g,15 mg,400 mg,37 g,2 g,2 g,7 g,0.8 mcg,20 mg,0.4 mg,130 mg
1529,Tikka Vegetables,$2.49,10 Oz,140 g,317.0,17 g,30 mg,680 mg,33 g,7 g,10 g,8 g,0.0 mcg,80 mg,3.3 mg,650 mg
1530,Giant Chalkidiki Olives,$2.49,17.6 Oz,15 g,18.0,2.0 g,0 mg,180 mg,0 g,0 g,0 g,0 g,0 mcg,8.3 mg,0.03 mg,10.3 mg
1531,Organic Kiwi,$4.49,1 Lb,,0.0,,,,,,,,,,,
1532,Vegetable Pad Thai,$3.49,10.5 Oz,300 g,359.0,11 g,0 mg,950 mg,55 g,5 g,27 g,10 g,0 mcg,50 mg,2.0 mg,410 mg
1533,Greek Spanakopita,$4.49,14.1 Oz,67 g,188.0,12 g,10 mg,300 mg,15 g,1 g,2 g,5 g,0.03 mcg,110 mg,1.25 mg,90 mg
1534,Ricotta & Lemon Zest Ravioli,$3.99,8.8 Oz,83 g,240.0,12 g,65 mg,420 mg,26 g,1 g,6 g,7 g,0 mcg,100 mg,1 mg,90 mg
1535,Cultured Salted Butter,$4.69,8.8 Oz,14 g,99.0,11 g,35 mg,110 mg,0 g,0 g,0 g,0 g,,,,
1536,Cauliflower Pizza Crusts,$4.99,5 Oz,71 g,216.0,12 g,150 mg,530 mg,7 g,2 g,3 g,20 g,0.7 mcg,480 mg,1.4 mg,420 mg
1537,Saint André Triple Crème Brie,$13.99,1 Lb,,0.0,,,,,,,,,,,
1538,Yellow Tadka Dal,$2.49,10 Oz,140 g,274.0,10 g,15 mg,820 mg,34 g,8 g,2 g,12 g,0 mcg,90 mg,1.8 mg,770 mg
1539,Peruvian Bay Scallops,$8.99,16 Oz,113 g,104.0,0 g,30 mg,90 mg,9 g,0 g,1 g,17 g,0 mcg,10 mg,0 mg,370 mg
1540,Popcorn In a Pickle,$2.29,5 Oz,28 g,149.0,9 g,0 mg,250 mg,15 g,3 g,0 g,2 g,0.0 mcg,20 mg,0.5 mg,50 mg
1541,Organic Sugar Cones,$2.99,5 Oz,12 g,52.0,0 g,0 mg,15 mg,11 g,0 g,4 g,2g g,0.0 mcg,0 mg,0.2 mg,30 mg
1542,Ube Ice Cream,$3.79,1 Pint,100 g,605.0,33 g,170 mg,230 mg,65 g,2 g,54 g,12 g,4.3 mcg,370 mg,0.7 mg,750 mg
1543,"SOUTHERN PEACH CRISP
ICE CREAM",$2.99,1 Pint,99 g,660.0,32 g,105 mg,160 mg,81 g,0 g,71 g,12 g,1.2 mcg,380 mg,0.4 mg,290 mg
1544,Ube Mochi Pancake & Waffle Mix,$3.99,13.3 Oz,63 g,321.0,9 g,125 mg,420 mg,53 g,2g g,13 g,7 g,0.0 mcg,150 mg,0.8 mg,10 mg
1545,Marshmallows,$2.99,10 Oz,28 g,96.0,0 g,0 mg,20 mg,24 g,0 g,17 g,0 g,0 mcg,0 mg,0 mg,20 mg
1546,Organic Sweet & Spicy Pineapple  BBQ Sauce,$2.99,19.5 Oz,36 g,44.0,0 g,0 mg,260 mg,11 g,0 g,10 g,0 g,,,,
1547,Peaches & Cream Tarte,$5.99,16.9 Oz,120 g,301.0,17 g,10 mg,270 mg,34 g,1 g,13 g,3 g,,12.5916 mg,1.2192 mg,35 mg
1548,Chocolate Chip Hold the Cone,$3.99,7.9 Oz,84 g,718.0,34 g,65 mg,260 mg,93 g,6 g,57 g,10 g,0 mcg,570 mg,7.1 mg,430 mg
1549,Branzino Fillets European Sea Bass,$10.99,1 Lb,113 g,106.5,2.5 g,45 mg,75 mg,0 g,0 g,0 g,21 g,6.3 mcg,10 mg,0.3 mg,290 mg
1550,Tangerine Cream Bars,$3.49,15 Fl Oz,140 g,727.0,31 g,140 mg,120 mg,102 g,0 g,96 g,10 g,2.4 mcg,290 mg,0.1 mg,480 mg
1551,BBQ Pulled Chicken,$5.99,16 Oz,151 g,195.5,3.5 g,70 mg,730 mg,23 g,2g g,19 g,18 g,0 mcg,90 mg,2.3 mg,440 mg
1552,Dark Chocolate Watermelon Sticks,$3.69,10 Oz,30 g,118.5,2.5 g,0 mg,10 mg,24 g,2 g,18 g,0 g,0.1 mcg,0 mg,0.6 mg,30 mg
1553,Tangy Turtles,$1.99,6.35 Oz,35 g,132.0,0 g,0 mg,0 mg,31 g,0 g,20 g,2 g,0 mcg,0 mg,0.1 mg,0 mg
1554,Key Lime Pie,$5.99,17 Oz,121 g,393.0,17 g,135 mg,240 mg,54 g,2 g,39 g,6 g,0.5 mcg,140 mg,0.9 mg,220 mg
1555,Patio Potato Chips,$2.69,6 Oz,28 g,148.0,8 g,0 mg,270 mg,17 g,1 g,1 g,2 g,0 mcg,10 mg,0.5 mg,320 mg
1556,PICKLES SPICY KOSHER DILL,$2.99,18.6 Fl Oz,28 g/,4.0,0 g,0 mg,180 mg,1 g,2g g,0 g,0 g,0.0 mcg,10 mg,0.0 mg,40 mg
1557,Bloody Mary Salsa,$2.69,16 Oz,31 g,8.0,0 g,0 mg,105 mg,2 g,0 g,1 g,0 g,,,,
1558,Dill Pickle Hummus,$1.99,8 Oz,28 g,55.0,3.0 g,0 mg,170 mg,5 g,1 g,0 g,2 g,0.0 mcg,10 mg,0.4 mg,60 mg
1559,Banana Bread Mix,$2.99,15 Oz,47 g,262.0,10g,40mg,370mg,39g,1g,23g,4g,0mcg,26mg,1mg,118mg
1560,Madeleine Cookies,$2.99,3.6 Oz,34 g,143.0,7 g,40 mg,65 mg,18 g,0 g,11 g,2 g,,,,
1561,Gluten Free Hamburger Buns,$4.99,11.08 Oz,79 g,230.0,6 g,0 mg,510 mg,39 g,2 g,6 g,5 g,0 mcg,40 mg,1.2 mg,70 mg
1562,Citrus Mousse Cakes,$3.49,5 Oz,71 g,656.0,32 g,40 mg,260 mg,87 g,0 g,64 g,5 g,0.4 mcg,100 mg,0.2 mg,120 mg
1563,"Sweet Corn, Burrata & Basil Ravioli",$3.99,8 Oz,105 g/,475.0,15 g,80 mg,980 mg,65 g,10 g,4 g,20 g,0 mcg,230 mg,3.3 mg,580 mg
1564,Organic Pitted Medjool Dates,$5.99,12 Oz,40 g,124.0,0 g,0 mg,0 mg,29 g,3 g,26 g,2 g,,,,
1565,Persian Cucumbers,$2.49,1 Lb,,0.0,,,,,,,,,,,
1566,Veggie Kabobs,$5.99,12 Oz,85 g/,24.0,0 g,0 mg,0 mg,5 g,1 g,2 g,1 g,0 mcg,10 mg,0.3 mg,220 mg
1567,Organic Grass-Fed Uncured Beef Hot Dogs,$6.99,12 Oz,57 g,130.0,10 g,30 mg,310 mg,1 g,0 g,0 g,9 g,,,,
1568,Vegan Tzatziki Dip,$4.29,8 Oz,26 g,48.5,4.5 g,0 mg,130 mg,2 g,0 g,0 g,0 g,,,,
1569,Organic Watermelon Fruit Spread,$2.99,10 Oz,18 g,32.0,0 g,0 mg,5 mg,8 g,0 g,8 g,0 g,0.0 mcg,20 mg,0.3 mg,10 mg
1570,Creamy Cauliflower Jalapeño Dip,$3.79,10 Oz,28 g,39.5,3.5 g,10 mg,120 mg,1 g,0 g,2 g,1 g,0 mcg,40 mg,0.1 mg,30 mg
1571,Super Sour Scandinavian Swimmers,$3.49,14 Oz,30 g,112.0,0 g,0 mg,20 mg,28 g,0 g,21 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
1572,Buffalo Chicken Dip,$4.99,12 Oz,30 g,60.5,4.5 g,15 mg,220 mg,2 g,0 g,2 g,3 g,0 mcg,40 mg,0.1 mg,40 mg
1573,Garlic & Onion Pistachios,$6.99,13 Oz,30 g,177.0,13 g,0 mg,140 mg,9 g,3 g,2 g,6 g,0.0 mcg,30 mg,1.2 mg,300 mg
1574,Bazaar Basket Snack Mix,$5.99,12 Oz,33 g,147.0,7 g,0 mg,95 mg,16 g,4 g,7 g,5 g,0 mcg,40 mg,1.2 mg,260 mg
1575,Chewy Chocolate & Peanut Butter Protein Bars,$3.49,7.05 Oz,40 g,199.0,11 g,0 mg,180 mg,15 g,4 g,8 g,10 g,0 mcg,50 mg,1.4 mg,140 mg
1576,Peanut Udon Noodle Salad,$4.99,11.75 Oz,140 g,230.0,10 g,0 mg,390 mg,28 g,3 g,5 g,7 g,,,,
1577,Organic Thick & Chunky Salsa,$2.99,16 Oz,30 g,8.0,0 g,0 mg,135 mg,2 g,2 g,1 g,0 g,0 mcg,10 mg,0.2 mg,90 mg
1578,Dark Chocolate Sunflower Seed Butter Cups,$1.29,1.4 Oz,40 g,242.0,18 g,0 mg,95 mg,16 g,3 g,11 g,4 g,0.4 mcg,20 mg,3.3 mg,0 mg
1579,Avocado Tzatziki Dip,$3.99,12 Oz,31 g,25.5,1.5 g,10 mg,80 mg,2 g,2g,0 g,1 g,0 mcg,40 mg,0.1 mg,30 mg
1580,Plantain Crisps,$2.79,5 Oz,32 g,174.0,10 g,0 mg,45 mg,19 g,2 g,0 g,2g,0 mcg,0 mg,0.4 mg,230 mg
1581,Cheese Filled Fiocchetti with Pink Sauce,$4.49,16 Oz,133 g,289.0,17 g,65 mg,370 mg,26 g,1 g,2 g,8 g,0.0 mcg,100 mg,0.7 mg,160 mg
1582,Beef Pho,$3.49,13.23 Oz,375 g,228.5,4.5 g,25 mg,860 mg,34 g,1 g,2 g,13 g,0 mcg,40 mg,1.6 mg,240 mg
1583,Organic Freeze-Dried Berry Medley,$3.99,1.2 Oz,34 g,133.0,1.0 g,0 mg,0 mg,29 g,9 g,16 g,2 g,0.0 mcg,40 mg,1.5 mg,320 mg
1584,Blueberry Muffins,$4.99,14 Oz,100 g,357.0,13 g,45 mg,270 mg,56 g,1 g,32 g,4 g,,,,
1585,Malabari Paratha,$2.29,14 Oz,40 g,123.5,3.5 g,0 mg,120 mg,20 g,1 g,1 g,3 g,0 mcg,10 mg,0.7 mg,40 mg
1586,Salame di Parma Mild Salami,$5.99,4 Oz,28 g/,94.0,6 g,30 mg,480 mg,2 g,2 g,0 g,8 g,0 mcg,10 mg,0.4 mg,130 mg
1587,Zhoug Sauce,$3.49,8 Oz,30 g,101.0,9 g,0 mg,160 mg,3 g,2 g,0 g,2 g,0 mcg,10 mg,0.4 mg,80 mg
1588,Onion Salt,$1.99,2 Oz,1 g,8.0,0 g,0 mg,75 mg,2 g,0 g,0 g,0 g,0 mcg,0 mg,0 mg,10 mg
1589,ABC Bars,$3.49,7.4 Oz,35 g,155.0,7 g,0 mg,70 mg,20 g,2 g,7 g,3 g,0.1 mcg,30 mg,0.9 mg,100 mg
1590,Riced Cauliflower Stir Fry,$3.79,16 Oz,105 g,54.0,2.0 g,0 mg,190 mg,7 g,2 g,3 g,2 g,0.0 mcg,20 mg,0.4 mg,170 mg
1591,Chicken & Mushroom Pelmeni,$3.99,16 Oz,85 g/,151.5,3.5 g,25 mg,250 mg,22 g,2 g,2 g,8 g,0 mcg,30 mg,0.9 mg,210 mg
1592,Just a Handful of Rainbow's End Trail Mix,$5.49,15 Oz,43 g,221.0,13 g,0 mg,80 mg,21 g,2 g,16 g,5 g,0 mcg,45 mg,1.1 mg,231 mg
1593,Smoked Paprika,$2.49,2.6 Oz,,0.0,,,,,,,,,,,
1594,Teeny Tiny Avocados,$3.99,1 Each,,0.0,,,,,,,,,,,
1595,3 Seed Beet Crackers,$1.99,6.5 Oz,30 g,152.0,8 g,0 mg,50 mg,18 g,0 g,2 g,2 g,0 mcg,10 mg,0.8 mg,110 mg
1596,Extra Hot Habanero Ghost Pepper Salsa,$3.49,12 Oz,30 g,8.0,0 g,0 mg,150 mg,2 g,0 g,2 g,0 g,0 mcg,10 mg,0.2 mg,60 mg
1597,Gluten Free Cheese Pizza With A Cauliflower Crust,$5.49,12 Oz,113 g,763.0,35 g,110 mg,1480 mg,71 g,8 g,8 g,41 g,0.6 mcg,850 mg,3.3 mg,1020 mg
1598,Peanut Butter Protein Granola,$3.99,12 Oz,60 g,268.0,12 g,0 mg,160 mg,29 g,3 g,9 g,11 g,0 mcg,40 mg,1.6 mg,340 mg
1599,Gluten Free Norwegian Crispbread,$4.29,7.55 Oz,24 g,133.0,9 g,0 mg,170 mg,9 g,3 g,1 g,4 g,0 mcg,30 mg,1.4 mg,160 mg
1600,Soy Chorizo,$2.99,12 Oz,56 g/ about,127.0,7 g,0 mg,660 mg,8 g,5 g,1 g,8 g,,,,
1601,Bolognese Style Tomato & Beef Pasta Sauce,$4.49,24 Oz,125 g,76.0,4.0 g,10 mg,500 mg,6 g,1 g,3 g,4 g,0 mcg,20 mg,1.1 mg,320 mg
1602,Organic Unbleached All-Purpose Flour,$4.99,5 Lb,30 g,104.0,0 g,0 mg,0 mg,23 g,2 g,0 g,3 g,0 mcg,0 mg,0.4 mg,30 mg
1603,Grated Parmesan Cheese,$2.99,8 Oz,5 g,21.5,1.5 g,5 mg,85 mg,0 g,0 g,0 g,2 g,0.0 mcg,60 mg,0 mg,10 mg
1604,Organic 92% Dark Chocolate Bar,$1.49,2.64 Oz,25 g,484.0,40 g,0 mg,0 mg,23 g,1 g,6 g,8 g,0 mcg,90 mg,6.0 mg,360 mg
1605,Organic Sea Salt & Nibs 63% Dark Chocolate Bar,$1.49,2.64 Oz,25 g,447.0,31 g,0 mg,95 mg,37 g,2 g,25 g,5 g,0 mcg,50 mg,3.4 mg,240 mg
1606,Amped-Up Almonds,$0.01,2.5 Oz,71 g,417.0,29 g,0 mg,120 mg,23 g,6 g,14 g,16 g,0 mcg,100 mg,6.7 mg,450 mg
1607,Chocolate Covered Wafer Cookie with Peanut Butter Filling,$0.99,2.33 Oz,66 g,352.0,20 g,10 mg,180 mg,37 g,1 g,17 g,6 g,,,,
1608,Organic Creamy Salted Almond Butter,$3.99,12 Oz,32 g,209.0,17 g,0 mg,100 mg,7 g,3 g,2 g,7 g,0 mcg,90 mg,1.2 mg,230 mg
1609,Carne Asada Burritos,$5.49,14 Oz,198 g,966.0,38 g,95 mg,1770 mg,111 g,5 g,4 g,45 g,0 mcg,190 mg,5.8 mg,720 mg
1610,Creamed Multi-Floral New Zealand Honey,$3.99,16 Oz,20 g,64.0,0 g,0 mg,0 mg,16 g,0 g,16 g,0 g,,,,
1611,New Zealand Salted Butter,$3.29,8 Oz,14 g,99.0,11 g,30 mg,75 mg,0 g,0 g,0 g,0 g,0 mcg,0 mg,0 mg,0 mg
1612,Chile Spiced Pineapple,$3.99,6 Oz,40 g,132.0,0 g,0 mg,60 mg,32 g,6 g,22 g,1 g,0 mcg,80 mg,0.8 mg,280 mg
1613,Sesame Crusted Hardwood Smoked Ahi Tuna,$6.99,4 Oz,56 g,130.5,2.5 g,40 mg,1210 mg,0 g,0 g,0 g,27 g,1.8 mcg,20 mg,1.1 mg,480 mg
1614,Vegan Bolognese Style Pasta Sauce,$3.49,16 Oz,126 g,111.0,7 g,0 mg,330 mg,8 g,2 g,5 g,4 g,0 mcg,20 mg,1.7 mg,250 mg
1615,TJ's Mushroom & Company Multipurpose Umami Seasoning Blend,$2.99,2.1 Oz,1 g,0.0,0 g,,140 mg,0 g,,,0 g,,,,
1616,Thai Style Green Chili Sauce,$2.99,7.3 Oz,30 g,97.0,9 g,0 mg,250 mg,4 g,0 g,1 g,0 g,0 mcg,0 mg,0.2 mg,60 mg
1617,Mango & Cream Bars,$3.49,11.29 Oz,120 g,169.0,5 g,15 mg,25 mg,29 g,2g g,27 g,2 g,0.2 mcg,50 mg,0.1 mg,130 mg
1618,"Tahini, Pepita & Apricot Slaw Kit",$3.99,14.25 Oz,100 g/,158.0,10 g,0 mg,150 mg,13 g,3 g,7 g,4 g,0.0 mcg,60 mg,1.6 mg,360 mg
1619,I Dream of Chocolate Cake,$6.99,16 Oz,76 g,257.0,13 g,40 mg,160 mg,32 g,2 g,22 g,3 g,0.4 mcg,40 mg,1.8 mg,170 mg
1620,Joe-Joe's Slims,$1.99,10.9 Oz,33 g,149.0,5 g,0 mg,110 mg,24 g,1 g,12 g,2 g,0 mcg,0 mg,1.8 mg,100 mg
1621,Everything Ciabatta Rolls,$2.49,14.1 Oz,100 g,237.5,1.5 g,0 mg,730 mg,48 g,2 g,2g,8 g,0 mcg,20 mg,3.4 mg,90 mg
1622,Pain Au Lait,$2.99,9.9 Oz,35 g,128.5,4.5 g,20 mg,160 mg,19 g,1 g,5 g,3 g,0.1 mcg,10 mg,0.3 mg,30 mg
1623,Dark Chocolate Orange Sticks,$3.99,10 Oz,30 g,119.0,3.0 g,0 mg,10 mg,23 g,2g,17 g,0 g,0.0 mcg,0 mg,0.9 mg,40 mg
1624,Chevre with Honey,$3.29,5 Oz,28 g/,77.0,5 g,20 mg,75 mg,4 g,0 g,3 g,4 g,,,,
1625,Organic Stone Ground Yellow Corn Taco Shells,$2.69,5.5 Oz,26 g,126.0,6 g,0 mg,0 mg,16 g,2 g,0 g,2 g,0 mcg,20 mg,0.2 mg,50 mg
1626,Everything But The Elote Seasoning Blend,$1.99,2.3 Oz,0.8 g,0.0,0 g,,70 mg,0 g,,,0 g,,,,
1627,Everything But The Gluten Crackers,$2.99,4.2 Oz,30 g,171.0,11 g,0 mg,190 mg,13 g,4 g,2 g,5 g,0 mcg,30 mg,1.2 mg,160 mg
1628,Organic Cucumber Kefir Dressing,$3.49,12 Fl Oz,30 mL,48.0,4.0 g,0 mg,160 mg,2 g,0 g,2 g,1 g,0.1 mcg,40 mg,0.1 mg,60 mg
1629,Dark Chocolate Salted Caramel Bar Thin,$1.99,2.65 Oz,25 g,133.0,9 g,10 mg,0 mg,12 g,2 g,10 g,1 g,0.3 mcg,0 mg,0.2 mg,0 mg
1630,Vegan Caesar Dressing,$3.99,11 Fl Oz,30 mL,79.0,7 g,0 mg,260 mg,2 g,0 g,2 g,2 g,0 mcg,10 mg,0.2 mg,40 mg
1631,Chicken-less Mandarin Orange Morsels,$3.79,9.25 Oz,131 g,536.0,16 g,0 mg,1450 mg,57 g,14 g,31 g,41 g,0.0 mcg,110 mg,3.9 mg,800 mg
1632,Everything But The Bagel Seasoned Potato Chips,$2.99,7 Oz,28 g,139.0,7 g,0 mg,135 mg,17 g,2 g,0 g,2 g,0 mcg,10 mg,0.5 mg,470 mg
1633,Organic Bran Flakes Cereal,$2.29,12 Oz,42 g,173.0,1.0 g,0 mg,180 mg,37 g,6 g,5 g,4 g,0 mcg,20 mg,1.5 mg,200 mg
1634,Shredded Unexpected Cheddar Cheese,$4.99,8 Oz,28 g/,113.0,9 g,25 mg,180 mg,1 g,2 g,0 g,7 g,3.8 mcg,210 mg,0 mg,20 mg
1635,Strawberry Non-Dairy Oat Frozen Dessert,$3.99,1 Pint,123 g,754.0,30 g,0 mg,310 mg,118 g,16 g,67 g,3 g,0.0 mcg,40 mg,1.1 mg,40 mg
1636,Just The Lobsters,$1.29,4 Oz,28 g,104.0,0 g,0 mg,20 mg,26 g,0 g,19 g,0 g,0.0 mcg,0 mg,0.0 mg,0 mg
1637,Classic English Muffins,$1.99,12 Oz,57 g,125.0,1.0 g,0 mg,70 mg,24 g,2g,2 g,5 g,0.0 mcg,10 mg,1.4 mg,50 mg
1638,Herbed Tahini Sauce,$3.69,8 Oz,59 g,166.0,14 g,0 mg,220 mg,5 g,3 g,0 g,5 g,0 mcg,50 mg,1.7 mg,160 mg
1639,Organic French Rolls,$2.49,10.5 Oz,50 g,124.5,0.5 g,0 mg,240 mg,26 g,2 g,0 g,4 g,0.1 mcg,10 mg,1.5 mg,50 mg
1640,Israeli Feta,$7.99,17.6 Oz,28 g / about,65.0,5 g,20 mg,160 mg,1 g,0 g,0 g,4 g,0.2 mcg,100 mg,0.1 mg,20 mg
1641,Vanilla Flavored Baton Wafer Cookies,$1.99,5 Oz,24 g,122.0,6 g,0 mg,40 mg,16 g,0 g,10 g,1 g,0.0 mcg,20 mg,0.4 mg,40 mg
1642,Mexican-Style Riced Cauliflower,$3.79,16 Oz,110 g,50.5,2.5 g,0 mg,330 mg,5 g,1 g,2 g,2 g,0.0 mcg,40 mg,0.7 mg,270 mg
1643,Magnifisauce!,$3.49,9.5 Oz,32 g,105.0,9 g,10 mg,230 mg,6 g,0 g,5 g,0 g,0.0 mcg,0 mg,0.1 mg,10 mg
1644,Mac and Cheese Bites,$3.99,10 Oz,85 g,194.0,10 g,25 mg,280 mg,19 g,2 g,0 g,7 g,0.0 mcg,100 mg,0.8 mg,90 mg
1645,Bulgogi Beef Fried Rice With Kimchi,$5.49,16 Oz,454 g,650.0,18 g,30 mg,1960 mg,103 g,5 g,11 g,19 g,0 mcg,90 mg,2.6 mg,510 mg
1646,Trail Mix Crackers,$2.79,4.5 Oz,34 g,168.0,8 g,0 mg,95 mg,19 g,2 g,4 g,5 g,0 mcg,40 mg,1.2 mg,160 mg
1647,8 Mini Croissants,$5.49,12 Oz,43 g,154.0,10 g,30 mg,130 mg,13 g,2 g,1 g,3 g,0.2 mcg,30 mg,0.9 mg,40 mg
1648,Spicy Chunky Tomato & Pepper Pasta Sauce,$3.99,24 Oz,118 g,80.0,4.0 g,0 mg,250 mg,9 g,2 g,5 g,2 g,0.0 mcg,40 mg,1.3 mg,250 mg
1649,Organic Acerola Puree,$3.49,14 Oz,99 g,124.5,0.5 g,0 mg,0 mg,26 g,5 g,0 g,4 g,0.0 mcg,30 mg,0.0 mg,610 mg
1650,Organic Salsa,$3.49,12 Oz,28 g,8.0,0 g,0 mg,140 mg,2 g,0 g,1 g,0 g,0 mcg,20 mg,0.1 mg,60 mg
